Year,Week,Resort,Visitors,Region,Capacity,Base_Elevation,Lifts,Is_Holiday_Week,Is_Peak_Season,Is_COVID_Period,Is_School_Holiday,Avg_Max_Temp,Avg_Min_Temp,Total_Rainfall,Snow_Making_Days,Ideal_Snow_Days,Snow_Preservation_Days,Snow_Accumulation,Comfortable_Days,Temp_Variability,Extreme_Weather_Days,Utilization_Rate,Visitors_per_Lift,Is_Outlier
2014,5,Mt. Hotham,29628,VIC,8000,1750,14,False,False,False,False,-1.8428571428571427,-4.0,3.2,7.0,1.0,7.0,32.0,7.0,2.157142857142857,0.0,3.7035,2116.285714285714,False
2014,5,Falls Creek,26211,VIC,8500,1600,15,False,False,False,False,-0.7285714285714286,-3.7571428571428567,13.600000000000001,6.0,1.0,7.0,134.0,7.0,3.0285714285714285,0.0,3.0836470588235296,1747.4,False
2014,5,Mt. Buller,49217,VIC,10000,1805,20,False,False,False,False,-0.2857142857142857,-3.4,71.4,6.0,1.0,7.0,656.0,7.0,3.1142857142857143,0.0,4.9217,2460.85,False
2014,5,Selwyn,8588,NSW,4000,1614,8,False,False,False,False,1.2714285714285716,-2.257142857142857,44.2,6.0,0.0,7.0,340.0,7.0,3.528571428571429,0.0,2.147,1073.5,False
2014,5,Thredbo,46546,NSW,12000,1370,15,False,False,False,False,-1.6857142857142857,-5.185714285714285,3.0,7.0,3.0,7.0,30.0,7.0,3.5,0.0,3.878833333333333,3103.0666666666666,False
2014,5,Perisher,61339,NSW,15000,1720,47,False,False,False,False,1.1857142857142857,-3.757142857142857,39.0,5.0,0.0,7.0,342.0,7.0,4.942857142857143,0.0,4.089266666666667,1305.0851063829787,False
2014,5,Charlotte Pass,3403,NSW,1500,1765,4,False,False,False,False,,,,,,,,,,,2.268666666666667,850.75,False
2014,6,Mt. Baw Baw,13381,VIC,5000,1460,7,False,True,False,False,1.0142857142857142,-2.4285714285714284,57.599999999999994,5.0,0.0,7.0,552.0,7.0,3.4428571428571426,0.0,2.6762,1911.5714285714287,False
2014,6,Mt. Stirling,1316,VIC,2000,1400,0,False,True,False,False,,,,,,,,,,,0.658,1316.0,False
2014,6,Mt. Hotham,36665,VIC,8000,1750,14,False,True,False,False,-1.9571428571428573,-4.442857142857142,0.6,7.0,4.0,7.0,6.0,7.0,2.4857142857142853,0.0,4.583125,2618.9285714285716,False
2014,6,Falls Creek,33392,VIC,8500,1600,15,False,True,False,False,0.28571428571428564,-3.957142857142857,62.8,5.0,1.0,7.0,268.0,7.0,4.242857142857143,0.0,3.928470588235294,2226.133333333333,False
2014,6,Mt. Buller,59693,VIC,10000,1805,20,False,True,False,False,-1.0,-3.585714285714286,37.2,7.0,2.0,7.0,372.0,7.0,2.585714285714286,0.0,5.9693,2984.65,False
2014,6,Selwyn,10682,NSW,4000,1614,8,False,True,False,False,2.7857142857142856,-1.6142857142857143,30.8,1.0,0.0,5.0,74.0,5.0,4.4,0.0,2.6705,1335.25,False
2014,6,Thredbo,58668,NSW,12000,1370,15,False,True,False,False,-1.8714285714285717,-5.414285714285714,3.5999999999999996,7.0,4.0,7.0,36.0,7.0,3.542857142857143,0.0,4.889,3911.2,False
2014,6,Perisher,76855,NSW,15000,1720,47,False,True,False,False,1.7857142857142858,-4.357142857142857,51.4,5.0,1.0,5.0,514.0,5.0,6.142857142857143,0.0,5.123666666666667,1635.212765957447,False
2014,6,Charlotte Pass,4305,NSW,1500,1765,4,False,True,False,False,,,,,,,,,,,2.87,1076.25,False
2014,7,Mt. Baw Baw,8832,VIC,5000,1460,7,True,True,False,True,3.7857142857142856,0.014285714285714322,8.4,1.0,0.0,6.0,0.0,6.0,3.7714285714285714,0.0,1.7664,1261.7142857142858,False
2014,7,Mt. Stirling,684,VIC,2000,1400,0,True,True,False,True,,,,,,,,,,,0.342,684.0,False
2014,7,Mt. Hotham,26465,VIC,8000,1750,14,True,True,False,True,0.12857142857142853,-3.242857142857143,47.4,7.0,1.0,7.0,474.0,7.0,3.3714285714285714,0.0,3.308125,1890.357142857143,False
2014,7,Falls Creek,28149,VIC,8500,1600,15,True,True,False,True,3.1,-0.8857142857142858,8.6,4.0,0.0,6.0,86.0,6.0,3.9857142857142853,0.0,3.3116470588235294,1876.6,False
2014,7,Mt. Buller,45788,VIC,10000,1805,20,True,True,False,True,2.3714285714285714,-1.5142857142857142,26.4,3.0,0.0,7.0,264.0,7.0,3.8857142857142857,0.0,4.5788,2289.4,False
2014,7,Selwyn,8180,NSW,4000,1614,8,True,True,False,True,5.528571428571429,0.8857142857142858,5.0,0.0,0.0,3.0,0.0,3.0,4.642857142857143,0.0,2.045,1022.5,False
2014,7,Thredbo,44109,NSW,12000,1370,15,True,True,False,True,1.2571428571428573,-4.5,3.4,5.0,1.0,7.0,14.0,7.0,5.757142857142857,0.0,3.67575,2940.6,False
2014,7,Perisher,57593,NSW,15000,1720,47,True,True,False,True,5.085714285714286,-4.357142857142857,5.0,0.0,0.0,3.0,0.0,3.0,9.442857142857145,0.0,3.8395333333333332,1225.3829787234042,False
2014,7,Charlotte Pass,3236,NSW,1500,1765,4,True,True,False,True,,,,,,,,,,,2.1573333333333333,809.0,False
2014,8,Mt. Baw Baw,9347,VIC,5000,1460,7,True,True,False,True,1.6999999999999997,-2.1714285714285713,56.0,3.0,3.0,6.0,416.0,6.0,3.871428571428571,0.0,1.8694,1335.2857142857142,False
2014,8,Mt. Stirling,1250,VIC,2000,1400,0,True,True,False,True,,,,,,,,,,,0.625,1250.0,False
2014,8,Mt. Hotham,21679,VIC,8000,1750,14,True,True,False,True,-0.9428571428571428,-3.9571428571428577,87.2,6.0,3.0,7.0,488.0,7.0,3.0142857142857147,0.0,2.709875,1548.5,False
2014,8,Falls Creek,24565,VIC,8500,1600,15,True,True,False,True,0.18571428571428558,-3.3285714285714287,33.8,4.0,3.0,7.0,80.0,7.0,3.5142857142857147,0.0,2.89,1637.6666666666667,False
2014,8,Mt. Buller,41720,VIC,10000,1805,20,True,True,False,True,0.4428571428571428,-2.985714285714286,101.0,3.0,3.0,7.0,248.0,7.0,3.4285714285714284,1.0,4.172,2086.0,False
2014,8,Selwyn,7267,NSW,4000,1614,8,True,True,False,True,3.3714285714285714,-1.0285714285714287,14.799999999999999,2.0,0.0,5.0,38.0,5.0,4.4,0.0,1.81675,908.375,False
2014,8,Thredbo,39654,NSW,12000,1370,15,True,True,False,True,-0.8285714285714286,-3.6666666666666665,28.0,5.0,2.0,7.0,142.0,6.0,2.9333333333333336,0.0,3.3045,2643.6,False
2014,8,Perisher,52426,NSW,15000,1720,47,True,True,False,True,1.7714285714285716,-3.6571428571428575,58.199999999999996,3.0,2.0,6.0,284.0,5.0,5.428571428571429,0.0,3.4950666666666668,1115.4468085106382,False
2014,8,Charlotte Pass,2901,NSW,1500,1765,4,True,True,False,True,,,,,,,,,,,1.934,725.25,False
2014,9,Mt. Baw Baw,10071,VIC,5000,1460,7,False,True,False,False,2.1142857142857143,-2.0142857142857142,11.600000000000001,4.0,0.0,7.0,62.0,7.0,4.128571428571428,0.0,2.0142,1438.7142857142858,False
2014,9,Mt. Stirling,1280,VIC,2000,1400,0,False,True,False,False,,,,,,,,,,,0.64,1280.0,False
2014,9,Mt. Hotham,31019,VIC,8000,1750,14,False,True,False,False,0.7000000000000001,-3.757142857142857,3.0,5.0,1.0,7.0,4.0,7.0,4.457142857142857,0.0,3.877375,2215.6428571428573,False
2014,9,Falls Creek,28981,VIC,8500,1600,15,False,True,False,False,2.3714285714285714,-2.5714285714285716,2.0,3.0,0.0,7.0,20.0,7.0,4.942857142857143,0.0,3.409529411764706,1932.0666666666666,False
2014,9,Mt. Buller,48984,VIC,10000,1805,20,False,True,False,False,1.157142857142857,-3.5142857142857147,6.6000000000000005,4.0,1.0,7.0,66.0,7.0,4.671428571428571,0.0,4.8984,2449.2,False
2014,9,Selwyn,8708,NSW,4000,1614,8,False,True,False,False,4.714285714285714,-0.8428571428571429,0.0,0.0,0.0,4.0,0.0,4.0,5.557142857142858,0.0,2.177,1088.5,False
2014,9,Thredbo,46875,NSW,12000,1370,15,False,True,False,False,2.2,-4.628571428571428,0.0,2.0,0.0,7.0,0.0,7.0,6.828571428571428,0.0,3.90625,3125.0,False
2014,9,Perisher,62654,NSW,15000,1720,47,False,True,False,False,5.2,-5.542857142857143,2.6,1.0,0.0,2.0,26.0,1.0,10.742857142857144,0.0,4.176933333333333,1333.063829787234,False
2014,9,Charlotte Pass,3391,NSW,1500,1765,4,False,True,False,False,,,,,,,,,,,2.260666666666667,847.75,False
2014,10,Mt. Baw Baw,11071,VIC,5000,1460,7,False,True,False,False,3.542857142857143,-2.1142857142857143,23.2,3.0,2.0,4.0,208.0,4.0,5.657142857142857,0.0,2.2142,1581.5714285714287,False
2014,10,Mt. Stirling,1653,VIC,2000,1400,0,False,True,False,False,,,,,,,,,,,0.8265,1653.0,False
2014,10,Mt. Hotham,30360,VIC,8000,1750,14,False,True,False,False,1.6571428571428573,-5.485714285714286,4.8,4.0,1.0,6.0,48.0,6.0,7.142857142857143,0.0,3.795,2168.5714285714284,False
2014,10,Falls Creek,33125,VIC,8500,1600,15,False,True,False,False,3.4,-4.542857142857143,0.0,2.0,1.0,4.0,0.0,4.0,7.942857142857143,0.0,3.8970588235294117,2208.3333333333335,False
2014,10,Mt. Buller,47315,VIC,10000,1805,20,False,True,False,False,3.7142857142857144,-3.8714285714285714,5.0,2.0,1.0,4.0,48.0,4.0,7.585714285714286,0.0,4.7315,2365.75,False
2014,10,Selwyn,9133,NSW,4000,1614,8,False,True,False,False,5.8428571428571425,-2.2857142857142856,2.0,1.0,0.0,2.0,0.0,2.0,8.128571428571428,0.0,2.28325,1141.625,False
2014,10,Thredbo,48777,NSW,12000,1370,15,False,True,False,False,1.5142857142857142,-7.042857142857143,0.6000000000000001,3.0,1.0,6.0,2.0,5.0,8.557142857142859,0.0,4.06475,3251.8,False
2014,10,Perisher,64928,NSW,15000,1720,47,False,True,False,False,4.042857142857143,-7.957142857142857,10.8,2.0,1.0,4.0,108.0,2.0,12.0,0.0,4.328533333333334,1381.4468085106382,False
2014,10,Charlotte Pass,3549,NSW,1500,1765,4,False,True,False,False,,,,,,,,,,,2.366,887.25,False
2014,11,Mt. Baw Baw,10079,VIC,5000,1460,7,False,True,False,False,5.285714285714286,-0.05714285714285713,22.0,0.0,0.0,3.0,0.0,3.0,5.3428571428571425,0.0,2.0158,1439.857142857143,False
2014,11,Mt. Stirling,902,VIC,2000,1400,0,False,True,False,False,,,,,,,,,,,0.451,902.0,False
2014,11,Mt. Hotham,35923,VIC,8000,1750,14,False,True,False,False,2.6999999999999997,-1.2714285714285716,22.0,2.0,0.0,7.0,18.0,7.0,3.9714285714285715,0.0,4.490375,2565.9285714285716,False
2014,11,Falls Creek,36486,VIC,8500,1600,15,False,True,False,False,4.428571428571429,-0.4857142857142857,24.4,1.0,0.0,4.0,204.0,4.0,4.914285714285714,0.0,4.292470588235294,2432.4,False
2014,11,Mt. Buller,43314,VIC,10000,1805,20,False,True,False,False,4.314285714285715,-0.32857142857142857,0.4,1.0,0.0,5.0,0.0,5.0,4.642857142857143,0.0,4.3314,2165.7,False
2014,11,Selwyn,8968,NSW,4000,1614,8,False,True,False,False,8.614285714285714,1.1,6.0,0.0,0.0,0.0,0.0,0.0,7.514285714285714,0.0,2.242,1121.0,False
2014,11,Thredbo,49003,NSW,12000,1370,15,False,True,False,False,2.371428571428571,-4.257142857142857,19.4,3.0,0.0,7.0,154.0,7.0,6.628571428571428,0.0,4.083583333333333,3266.866666666667,False
2014,11,Perisher,64834,NSW,15000,1720,47,False,True,False,False,5.628571428571428,-3.257142857142857,68.4,0.0,0.0,4.0,0.0,4.0,8.885714285714286,1.0,4.322266666666667,1379.4468085106382,False
2014,11,Charlotte Pass,3608,NSW,1500,1765,4,False,True,False,False,,,,,,,,,,,2.4053333333333335,902.0,False
2014,12,Mt. Baw Baw,7635,VIC,5000,1460,7,False,False,False,False,8.257142857142856,1.8285714285714287,6.8,0.0,0.0,1.0,0.0,1.0,6.428571428571429,0.0,1.527,1090.7142857142858,False
2014,12,Mt. Stirling,847,VIC,2000,1400,0,False,False,False,False,,,,,,,,,,,0.4235,847.0,False
2014,12,Mt. Hotham,32657,VIC,8000,1750,14,False,False,False,False,5.485714285714286,-0.4571428571428572,9.399999999999999,1.0,0.0,4.0,82.0,4.0,5.942857142857143,0.0,4.082125,2332.6428571428573,False
2014,12,Falls Creek,34468,VIC,8500,1600,15,False,False,False,False,7.028571428571429,0.0714285714285714,9.0,0.0,0.0,1.0,0.0,1.0,6.957142857142857,0.0,4.055058823529412,2297.866666666667,False
2014,12,Mt. Buller,41063,VIC,10000,1805,20,False,False,False,False,7.0857142857142845,1.1714285714285713,0.6000000000000001,0.0,0.0,1.0,0.0,1.0,5.914285714285714,0.0,4.1063,2053.15,False
2014,12,Selwyn,8404,NSW,4000,1614,8,False,False,False,False,9.057142857142859,0.9571428571428572,1.2,0.0,0.0,0.0,0.0,0.0,8.1,0.0,2.101,1050.5,False
2014,12,Thredbo,44164,NSW,12000,1370,15,False,False,False,False,3.957142857142857,-2.957142857142857,15.0,2.0,0.0,3.0,118.0,3.0,6.914285714285714,0.0,3.6803333333333335,2944.266666666667,False
2014,12,Perisher,59121,NSW,15000,1720,47,False,False,False,False,6.528571428571428,-3.685714285714286,32.4,0.0,0.0,3.0,0.0,3.0,10.214285714285714,0.0,3.9414,1257.8936170212767,False
2014,12,Charlotte Pass,3258,NSW,1500,1765,4,False,False,False,False,,,,,,,,,,,2.172,814.5,False
2014,13,Mt. Baw Baw,4681,VIC,5000,1460,7,True,False,False,True,5.814285714285715,-0.3142857142857142,40.6,1.0,0.0,3.0,306.0,3.0,6.128571428571428,0.0,0.9362,668.7142857142857,False
2014,13,Mt. Stirling,522,VIC,2000,1400,0,True,False,False,True,,,,,,,,,,,0.261,522.0,False
2014,13,Mt. Hotham,28855,VIC,8000,1750,14,True,False,False,True,1.457142857142857,-3.4714285714285715,6.2,4.0,2.0,6.0,52.0,6.0,4.928571428571429,0.0,3.606875,2061.0714285714284,False
2014,13,Falls Creek,30104,VIC,8500,1600,15,True,False,False,True,3.528571428571429,-2.1,25.4,2.0,1.0,5.0,254.0,5.0,5.628571428571429,0.0,3.5416470588235294,2006.9333333333334,False
2014,13,Mt. Buller,41063,VIC,10000,1805,20,True,False,False,True,4.414285714285714,-1.7,29.8,1.0,0.0,4.0,232.0,4.0,6.114285714285715,0.0,4.1063,2053.15,False
2014,13,Selwyn,6975,NSW,4000,1614,8,True,False,False,True,8.4,-0.31428571428571433,6.4,0.0,0.0,1.0,0.0,1.0,8.714285714285714,0.0,1.74375,871.875,False
2014,13,Thredbo,38470,NSW,12000,1370,15,True,False,False,True,0.8142857142857143,-5.457142857142857,9.4,4.0,2.0,6.0,54.0,6.0,6.271428571428572,0.0,3.2058333333333335,2564.6666666666665,False
2014,13,Perisher,50737,NSW,15000,1720,47,True,False,False,True,4.7,-4.3,35.2,2.0,0.0,4.0,310.0,4.0,9.0,0.0,3.3824666666666667,1079.5106382978724,False
2014,13,Charlotte Pass,2837,NSW,1500,1765,4,True,False,False,True,,,,,,,,,,,1.8913333333333333,709.25,False
2014,14,Mt. Baw Baw,1904,VIC,5000,1460,7,True,False,False,True,5.671428571428572,1.0142857142857145,34.4,0.0,0.0,3.0,0.0,3.0,4.6571428571428575,0.0,0.3808,272.0,False
2014,14,Mt. Stirling,267,VIC,2000,1400,0,True,False,False,True,,,,,,,,,,,0.1335,267.0,False
2014,14,Mt. Hotham,18708,VIC,8000,1750,14,True,False,False,True,4.185714285714286,-0.9571428571428573,90.4,2.0,0.0,4.0,724.0,4.0,5.142857142857143,1.0,2.3385,1336.2857142857142,False
2014,14,Falls Creek,23864,VIC,8500,1600,15,True,False,False,True,5.7,-0.1999999999999999,44.8,0.0,0.0,2.0,0.0,2.0,5.8999999999999995,0.0,2.807529411764706,1590.9333333333334,False
2014,14,Mt. Buller,26222,VIC,10000,1805,20,True,False,False,True,5.271428571428571,0.27142857142857146,33.6,0.0,0.0,2.0,0.0,2.0,5.0,0.0,2.6222,1311.1,False
2014,14,Selwyn,4628,NSW,4000,1614,8,True,False,False,True,8.885714285714284,2.2714285714285714,25.2,0.0,0.0,0.0,0.0,0.0,6.614285714285714,0.0,1.157,578.5,False
2014,14,Thredbo,25734,NSW,12000,1370,15,True,False,False,True,3.957142857142857,-1.4000000000000001,48.8,1.0,0.0,5.0,4.0,5.0,5.357142857142857,0.0,2.1445,1715.6,False
2014,14,Perisher,33833,NSW,15000,1720,47,True,False,False,True,6.885714285714286,-0.6428571428571429,49.0,0.0,0.0,2.0,0.0,2.0,7.528571428571429,0.0,2.255533333333333,719.8510638297872,False
2014,14,Charlotte Pass,1898,NSW,1500,1765,4,True,False,False,True,,,,,,,,,,,1.2653333333333334,474.5,False
2014,15,Mt. Baw Baw,0,VIC,5000,1460,7,False,False,False,False,4.728571428571429,-0.6428571428571429,51.8,3.0,0.0,3.0,450.0,3.0,5.371428571428571,0.0,0.0,0.0,False
2014,15,Mt. Stirling,66,VIC,2000,1400,0,False,False,False,False,,,,,,,,,,,0.033,66.0,False
2014,15,Mt. Hotham,11117,VIC,8000,1750,14,False,False,False,False,3.542857142857143,-2.742857142857143,13.0,2.0,1.0,4.0,104.0,4.0,6.285714285714286,0.0,1.389625,794.0714285714286,False
2014,15,Falls Creek,15869,VIC,8500,1600,15,False,False,False,False,5.771428571428571,-1.8714285714285714,3.0,2.0,0.0,2.0,30.0,2.0,7.642857142857143,0.0,1.8669411764705883,1057.9333333333334,False
2014,15,Mt. Buller,11881,VIC,10000,1805,20,False,False,False,False,4.8428571428571425,-1.5142857142857142,20.8,2.0,0.0,3.0,170.0,3.0,6.357142857142857,0.0,1.1881,594.05,False
2014,15,Selwyn,2566,NSW,4000,1614,8,False,False,False,False,8.442857142857141,1.1142857142857143,9.600000000000001,0.0,0.0,2.0,0.0,2.0,7.328571428571428,0.0,0.6415,320.75,False
2014,15,Thredbo,13890,NSW,12000,1370,15,False,False,False,False,2.6285714285714286,-2.8000000000000003,7.8,3.0,1.0,5.0,50.0,5.0,5.428571428571429,0.0,1.1575,926.0,False
2014,15,Perisher,18381,NSW,15000,1720,47,False,False,False,False,6.057142857142858,-2.2142857142857144,19.2,1.0,0.0,2.0,110.0,2.0,8.271428571428572,0.0,1.2254,391.0851063829787,False
2014,15,Charlotte Pass,995,NSW,1500,1765,4,False,False,False,False,,,,,,,,,,,0.6633333333333333,248.75,False
2015,1,Mt. Baw Baw,3185,VIC,5000,1460,7,False,False,False,False,5.942857142857143,-0.11428571428571425,20.400000000000002,1.0,0.0,3.0,104.0,3.0,6.057142857142857,0.0,0.637,455.0,False
2015,1,Mt. Stirling,39,VIC,2000,1400,0,False,False,False,False,,,,,,,,,,,0.0195,39.0,False
2015,1,Mt. Hotham,4997,VIC,8000,1750,14,False,False,False,False,4.125,-1.8399999999999999,21.8,2.0,0.0,2.0,214.0,2.0,7.175,0.0,0.624625,356.92857142857144,False
2015,1,Falls Creek,4799,VIC,8500,1600,15,False,False,False,False,6.7,-0.15714285714285717,0.2,0.0,0.0,3.0,0.0,3.0,6.857142857142857,0.0,0.5645882352941176,319.93333333333334,False
2015,1,Mt. Buller,15612,VIC,10000,1805,20,False,False,False,False,6.285714285714286,0.028571428571428532,17.8,1.0,0.0,2.0,172.0,2.0,6.257142857142857,0.0,1.5612,780.6,False
2015,1,Selwyn,2238,NSW,4000,1614,8,False,False,False,False,8.714285714285714,2.0714285714285716,1.8,0.0,0.0,1.0,0.0,1.0,6.642857142857143,0.0,0.5595,279.75,False
2015,1,Thredbo,12039,NSW,12000,1370,15,False,False,False,False,7.014285714285713,-1.842857142857143,6.0,1.0,0.0,3.0,0.0,3.0,8.857142857142858,0.0,1.00325,802.6,False
2015,1,Perisher,15906,NSW,15000,1720,47,False,False,False,False,9.385714285714286,-2.9428571428571426,1.5999999999999999,0.0,0.0,2.0,0.0,2.0,12.328571428571427,0.0,1.0604,338.4255319148936,False
2015,1,Charlotte Pass,892,NSW,1500,1765,4,False,False,False,False,,,,,,,,,,,0.5946666666666667,223.0,False
2015,2,Mt. Baw Baw,2058,VIC,5000,1460,7,True,False,False,True,2.942857142857143,-0.5857142857142855,25.400000000000002,2.0,0.0,5.0,46.0,5.0,3.5285714285714285,0.0,0.4116,294.0,False
